vehicle_make_model,prices
Honda CB Shine SP,66571.0
Honda CB Shine SP,64613.0
Honda CB Shine SP,62180.0
Honda CB Shine SP,64160.0
Honda CB Shine SP,66620.0
Honda CB Shine SP,69916.0
Honda CB Shine SP,66376.0
Honda CB Shine SP,62251.0
Honda CB Shine SP,64760.0
Honda CB Shine SP,66768.0
Honda CB Trigger,70871.0
Honda CB Trigger,73947.0
Honda CB Trigger,80618.0
Honda CB Twister,47095.0
Honda CB Twister,52027.0
Honda CB Twister,54957.0
Honda CB Unicorn,67012.0
Honda CB Unicorn,
Honda CB Unicorn,
Honda CB Unicorn 150,82002.0
Honda CB Unicorn 150,73643.0
Honda CB Unicorn 160,79294.0
Honda CB Unicorn 160,76841.0
Honda CB Unicorn 160,75722.0
Honda CB Unicorn 160,78871.0
Honda CB Unicorn Dazzler,69089.0
Honda CB Unicorn Dazzler,70125.0
Honda CBX,
Honda Cliq,46692.0
Honda Cliq,47866.0
Honda CR,
Honda CRM,
Honda Dio,73102.0
Honda Dio,78599.0
Honda Dio,71508.0
Honda Dio,75263.0
Honda CD 110 Dream,71310.0
Honda Dream Neo,52361.0
Honda Dream Neo,43975.0
Honda Dream Neo,46798.0
Honda Dream Neo,52935.0
Honda Dream Yuga,46747.0
Honda Dream Yuga,48255.0
Honda Dream Yuga,55279.0
Honda Dream Yuga,57457.0
Honda Eterno,
Honda VT 1300CX,1404221.0
Honda Goldwing,3988635.0
Honda Gold Wing,2691386.0
Honda Gold Wing,2808688.0
Honda Goldwing,2804278.0
Honda Goldwing,3783872.0
Honda Goldwing,3979585.0
Honda Gold Wing GL1800,3105583.0
Honda Gold Wing GL1800,3197247.0
Honda Grazia,82403.0
Honda Grazia,89728.0
Honda Hness CB350,209857.0
Honda Hness CB350,212856.0
Honda Hness CB350,214856.0
Honda Hness CB350,
Honda Hness CB350,
Honda Hness CB350,
Honda Hornet 2.0,136399.0
Honda Livo,75665.0
Honda Livo,79708.0
Honda Navi,46689.0
Honda Navi,48798.0
Honda Navi,44145.0
Honda NSR,
Honda S65,
Honda Shine,81030.0
Honda Shine,85030.0
Honda Shine,78008.0
Honda Shine,82166.0
Honda Shine 100,64900.0
Honda SP 125,83096.0
Honda SP 125,87150.0
Honda Super Magna,
Honda Unicorn,104991.0
Honda Valkyrie,
Honda Valkyrie,
Honda VFR,
Honda VFR,
Honda VFR,
Honda VFR1200F,1814633.0
Honda VTR100,
Honda X-Blade,120824.0
Honda X-Blade,115764.0
Honda XL,
Hop Electric LEO,81999.0
Hop Electric LEO,95999.0
Hop Electric LYF,74999.0
Hop Electric LYF,90001.0
Hop Electric OXO,164916.0
Hop Electric OXO,167147.0
Husqvarna Nuda,
Husqvarna Svartpilen 250,217996.0
Husqvarna Vitpilen 250,217376.0
Hyosung Aquila Pro650,560252.0
Hyosung Comet,
Hyosung GT250R,343014.0
Hyosung GT 650N,410050.0
Hyosung GT650R,509687.0
Hyosung Aquila GV250,323307.0
Hyosung Aquila GV250,332694.0
Hyosung ST7,613504.0
Indian Chief Bobber Dark Horse,2139925.0
Indian Chief Classic,2198122.0
Indian Chief Dark Horse,2020000.0
Indian Chief Dark Horse,2037523.0
Indian Chieftain,3418128.0
Indian Chieftain Dark Horse,3152891.0
Indian Chieftain Elite,3919650.0
Indian Chief Vintage,2639326.0
Indian FTR 1200,1598806.0
Indian FTR 1200,1798459.0
Indian Roadmaster,4176501.0
Indian Roadmaster Classic,3749462.0
Indian Roadmaster Elite,4800000.0
Indian Scout,1351374.0
Indian Scout Bobber,1277638.0
Indian Scout Sixty,1209228.0
Indian Springfield,3338247.0
Indian Super Chief Limited,2282155.0
iVOOMi City,81499.0
iVOOMi Eco,71999.0
iVOOMi Eco,81999.0
iVOOMi Jeet,79999.0
iVOOMi Jeet,94999.0
iVOOMi Jeet X,99999.0
iVOOMi S1,84999.0
iVOOMi S1,69999.0
iVOOMi S1,121000.0
Jawa 42,174573.0
Jawa 42,183515.0
Jawa 42,196486.0
Jawa 42 Bobber,211234.0
Jawa 42 Bobber,211277.0
Jawa 42 Bobber,211330.0
Jawa Perak,211368.0
Jawa Standard,183648.0
Jawa Standard,192590.0
Jawa Standard,198563.0
Joy e-bike Gen Nxt,74148.0
Joy e-bike Glob,76200.0
Joy e-bike Honeybee,42200.0
Joy e-bike Mihos,149000.0
Joy e-bike Monster,100500.0
Joy e-bike Wolf,78414.0
Kawasaki Eliminator,
Kawasaki ER-6n,498072.0
Kawasaki GPZ 900R,
Kawasaki KLX 110,299893.0
Kawasaki KLX 140G,407003.0
Kawasaki KLX 140G,406598.0
Kawasaki KLX 450R,849405.0
Kawasaki KLX450R,899000.0
Kawasaki KLX450R,849000.0
Kawasaki KX100F,488200.0
Kawasaki KX250,799000.0
Kawasaki KX250,799527.0
Kawasaki KX250F,743405.0
Kawasaki KX250F,723216.0
Kawasaki KX250F,743815.0
Kawasaki KX450,859543.0
Kawasaki KX450F,779405.0
Kawasaki KX450F,780065.0
Kawasaki Ninja 1000,1209967.0
Kawasaki Ninja 1000,1291481.0
Kawasaki Ninja 1000,998935.0
Kawasaki Ninja 1000,1027856.0
Kawasaki Ninja 1000,1101451.0
Kawasaki Ninja 250R,317934.0
Kawasaki Ninja 300,340000.0
Kawasaki Ninja 300,360937.0
Kawasaki Ninja 300,298000.0
Kawasaki Ninja 300,319912.0
Kawasaki Ninja 400,513959.0
Kawasaki Ninja 400,497218.0
Kawasaki Ninja 650,712000.0
Kawasaki Ninja 650,614714.0
Kawasaki Ninja 650,597719.0
Kawasaki Ninja 650,637261.0
Kawasaki Ninja 650,695000.0
Kawasaki Ninja 650,537388.0
Kawasaki Ninja GPX400,
Kawasaki Ninja H2,4179000.0
Kawasaki Ninja H2,3491486.0
Kawasaki Ninja H2R,7990000.0
Kawasaki Ninja H2R,7548246.0
Kawasaki Ninja H2 SX,2282006.0
Kawasaki Ninja H2 SX SE,2810082.0
Kawasaki Ninja ZX-10R,1614985.0
Kawasaki Ninja ZX-10R,1600163.0
Kawasaki Ninja ZX-10R,1395694.0
Kawasaki Ninja ZX-10R,1399000.0
Kawasaki Ninja ZX-10R,1501485.0
Kawasaki Ninja ZX-10R,1599000.0
Kawasaki Ninja ZX-10RR,1700918.0
Kawasaki Ninja ZX-12R,
Kawasaki Ninja ZX-14R,1969966.0
Kawasaki Ninja ZX-14R,1716513.0
Kawasaki Ninja ZX-6,
Kawasaki Ninja ZX-6R,1049000.0
Kawasaki Ninja ZX-9R,
Kawasaki Versys 1000,1219000.0
Kawasaki Versys 1000,1319405.0
Kawasaki Versys 1000,1088429.0
Kawasaki Versys 1000,1089000.0
Kawasaki Versys 1000,1118622.0
Kawasaki Versys 1000,
Kawasaki Versys 650,753951.0
Kawasaki Versys 650,668524.0
Kawasaki Versys 650,677825.0
Kawasaki Versys 650,693961.0
Kawasaki Versys X-300,469000.0
Kawasaki Vulcan S,640000.0
Kawasaki Vulcan S,549802.0
Kawasaki Vulcan S,559838.0
Kawasaki Vulcan S,592373.0
Kawasaki W175,147000.0
Kawasaki W175,149000.0
Kawasaki W800,732773.0
Kawasaki W800,699273.0
Kawasaki Z1000,1610000.0
Kawasaki Z1000,1509788.0
Kawasaki Z250,308046.0
Kawasaki Z650,643034.0
Kawasaki Z650,585614.0
Kawasaki Z650,603522.0
Kawasaki Z650RS,692036.0
Kawasaki Z650RS,699000.0
Kawasaki Z800,768137.0
Kawasaki Z900,902000.0
Kawasaki Z900,768255.0
Kawasaki Z900,768000.0
Kawasaki Z900,769684.0
Kawasaki Z900,799000.0
Kawasaki Z900,816874.0
Kawasaki Z900,893000.0
Kawasaki Z900RS,1647000.0
Kawasaki Z900 RS,1567399.0
Kawasaki Z H2,2301733.0
Kawasaki Z H2,2721685.0
Kawasaki ZR-7,
Kawasaki ZX14R,
Kawasaki ZZR1200,
Kawasaki ZZR1400,
Keeway K300 N,265000.0
Keeway K300 N,275000.0
Keeway K300 N,285000.0
Keeway K300 R,299000.0
Keeway K300 R,310000.0
Keeway K300 R,320000.0
Keeway K-Light 250V,309001.0
Keeway Sixties 300i,320000.0
Keeway SR125,119000.0
Keeway SR250,149000.0
Keeway V302C,389000.0
Keeway V302C,399000.0
Keeway V302C,409000.0
Keeway Vieste 300,320000.0
KTM 125 Duke,176911.0
KTM 125 Duke,132426.0
KTM 125 Duke,142391.0
KTM 125 Duke,171586.0
KTM 200 Duke,151330.0
KTM 200 Duke,162172.0
KTM 200 Duke,186520.0
KTM 250 Adventure,242947.0
KTM 250 Adventure,232967.0
KTM 250 Duke,180393.0
KTM 250 Duke,197247.0
KTM 250 Duke,230021.0
KTM 390 Adventure,337353.0
KTM 390 Adventure,328862.0
KTM 390 Duke,246725.0
KTM 390 Duke,288940.0
KTM 200 Duke,190818.0
KTM 250 Duke,236067.0
KTM 390 Duke,295161.0
KTM 390 Duke ABS,200215.0
KTM 790 Duke,863558.0
KTM RC 125,187387.0
KTM RC 125,148553.0
KTM RC 125,180425.0
KTM RC 200,214694.0
KTM RC 200,213889.0
KTM RC 200,179193.0
KTM RC 200,190880.0
KTM RC 200,173453.0
KTM RC 200,208924.0
KTM RC 390,316163.0
KTM RC 390,314218.0
KTM RC390,219618.0
KTM RC 390,243193.0
KTM RC 390,278439.0
LML Adreno Fx,
LML Adreno Fx,
LML Beamer,
LML Beamer,
LML Energy Fx,
LML Freedom,
LML Freedom DLX,
LML Freedom DX,49021.0
LML Freedom LS,49557.0
LML Freedom SP,
LML Freedom Topper,
LML Graptor,
LML Prima 110,
LML Prima 125,
LML Prima 125,
LML Prithvi,
LML Pulse,
LML Pulse,
LML Select II,
LML Select II,
LML Supremo,
LML Supremo,
LML Trendy,
Mahindra Centuro,55557.0
Mahindra Centuro,50507.0
Mahindra Centuro,44790.0
Mahindra Centuro,51474.0
Mahindra Centuro,56507.0
Mahindra Duro,48695.0
Mahindra Duro,44031.0
Mahindra Flyte,43225.0
Mahindra Gusto,56415.0
Mahindra Gusto,53093.0
Mahindra Gusto,57419.0
Mahindra Gusto,52224.0
Mahindra Gusto,51767.0
Mahindra Gusto,56180.0
Mahindra Gusto,52420.0
Mahindra Gusto 125,59989.0
Mahindra Gusto 125,58924.0
Mahindra Gusto 125,54283.0
Mahindra Kine,34153.0
Mahindra Centuro Mirzya,47928.0
Mahindra Mojo,200458.0
Mahindra Mojo,206441.0
Mahindra Mojo,211562.0
Mahindra Mojo,211562.0
Mahindra Mojo UT300,157031.0
Mahindra Mojo XT300,190975.0
Mahindra Pantero,44191.0
Mahindra Pantero,43280.0
Mahindra Pantero,40681.0
Mahindra Pantero,41581.0
Mahindra Rodeo,49138.0
Mahindra Rodeo,48237.0
Mahindra Rodeo,51663.0
Mahindra Stalio,
Matter AERA,143999.0
Matter AERA,153999.0
Moto Guzzi Audace,2274606.0
Moto Guzzi Bellagio,1712941.0
Moto Guzzi Bellagio,1697845.0
Moto Guzzi Bellagio Black Eagle,1697845.0
Moto Guzzi V9 Bobber,1416777.0
Moto Guzzi California 1400,2188126.0
Moto Guzzi California 1400,2381941.0
Moto Guzzi California 1400 ABS Tour Full,2392281.0
Moto Guzzi Eldorado,2319661.0
Moto Guzzi Griso 1200 8V SE,1744670.0
Moto Guzzi MGX-21,2902130.0
Moto Guzzi V9 Roamer,1418622.0
Moto Guzzi Sports 8V,1856861.0
Moto Guzzi Sports 8V,1874976.0
Moto Guzzi Sports 8V Corsa,1874976.0
Moto Guzzi V85,1264000.0
Moto Guzzi V85 TT,1540000.0
MV Agusta Brutale 1090,2093935.0
MV Agusta Brutale 1090 RR,2572762.0
MV Agusta Brutale 800,1559999.0
MV Agusta Brutale 800 RR,1899000.0
MV Agusta Dragster 800 RR,1873000.0
MV Agusta Dragster 800 RR,1873000.0
MV Agusta Dragster 800 RR,2150000.0
MV Agusta F3 800,1782655.0
MV Agusta F4,2783253.0
MV Agusta F4 RC,5087520.0
MV Agusta F4 RR,3653380.0
MV Agusta Turismo Veloce 800,1899000.0
Norton Commando 961,2099000.0
Norton Dominator,2370000.0
Odysse E2Go,59750.0
Odysse E2Go,71100.0
Odysse Evoqis,171250.0
Odysse Hawk,99400.0
Odysse Hawk,117950.0
Odysse Racer,85000.0
Odysse Trot,99999.0
Okaya ClassIQ,74500.0
Okaya Faast,113992.0
Okaya Faast F2B,90002.0
Okaya Faast F2F,83999.0
Okaya Faast F2T,85005.0
Okaya Faast F3,99999.0
Okaya Freedum,74900.0
Okinawa Dual 100,80004.0
Okinawa i-Praise,121681.0
Okinawa Lite,67124.0
Okinawa OKHI-90,171934.0
Okinawa Praise,88784.0
Okinawa R30,61580.0
Okinawa Raise,39990.0
Okinawa Ridge,47258.0
Okinawa Ridge,51852.0
Okinawa Ridge 100,74893.0
Okinawa Ridge Plus,67039.0
OLA S1,84850.0
OLA S1,94867.0
OLA S1 Air,84999.0
OLA S1 Air,99999.0
OLA S1 Air,109999.0
OLA S1 Pro,103896.0
PURE EV EcoDryft,114999.0
PURE EV EPluto,74907.0
PURE EV EPluto 7G,86775.0
PURE EV ETrance,54841.0
PURE EV ETrance Neo,81958.0
PURE EV Etryst-350,149999.0
QJ Motor SRC 250,199000.0
QJ Motor SRC 250,210000.0
QJ Motor SRC 500,269000.0
QJ Motor SRC 500,279000.0
QJ Motor SRK 400,359000.0
QJ Motor SRK 400,369000.0
QJ Motor SRV 300,349000.0
QJ Motor SRV 300,359000.0
Revolt RV 300,109242.0
Revolt RV 400,135243.0
Royal Enfield Bullet 350,150893.0
Royal Enfield Bullet 350,157392.0
Royal Enfield Bullet 350,166044.0
Royal Enfield Bullet 350,
Royal Enfield Bullet 500,168312.0
Royal Enfield Bullet 500,173633.0
Royal Enfield Bullet 500,188659.0
Royal Enfield Bullet Trials 350,162876.0
Royal Enfield Bullet Trials 500,207088.0
Royal Enfield Classic Chrome,196788.0
Royal Enfield Classic Chrome,212351.0
Royal Enfield Classic Chrome,188862.0
Royal Enfield Classic 350,192890.0
Royal Enfield Classic 350,198835.0
Royal Enfield Classic 350,190228.0
Royal Enfield Classic 350,221130.0
Royal Enfield Classic 350,217588.0
Royal Enfield Classic 350,210552.0
Royal Enfield Classic 350,138644.0
Royal Enfield Classic 350,138644.0
Royal Enfield Classic 350,147709.0
Royal Enfield Classic 350,153708.0
Royal Enfield Classic 350,153728.0
Royal Enfield Classic 350,145816.0
Royal Enfield Classic 350,183303.0
Royal Enfield Classic 350,185287.0
Royal Enfield Classic 350,201250.0
Royal Enfield Classic 350,194242.0
Royal Enfield Classic 350,174782.0
Royal Enfield Classic 350,197874.0
Royal Enfield Classic 350,199328.0
Royal Enfield Classic 500,150800.0
Royal Enfield Classic 500,157788.0
Royal Enfield Classic 500,178338.0
Royal Enfield Classic 500,185272.0
Royal Enfield Classic 500,201626.0
Royal Enfield Classic 500 Pegasus,217000.0
Royal Enfield Classic Desert Storm,188115.0
Royal Enfield Classic Desert Storm,204508.0
Royal Enfield Classic Desert Storm,181306.0
Royal Enfield Classic Gunmetal Grey,148069.0
Royal Enfield Classic Gunmetal Grey,147366.0
Royal Enfield Classic Gunmetal Grey,155485.0
Royal Enfield Classic Squadron Blue,181326.0
Royal Enfield Classic Squadron Blue,188116.0
Royal Enfield Classic Squadron Blue,204508.0
Royal Enfield Classic Stealth Black,188115.0
Royal Enfield Classic Stealth Black,204515.0
Royal Enfield Continental GT 650,319000.0
Royal Enfield Continental GT 650,304911.0
Royal Enfield Continental GT 650,313322.0
Royal Enfield Continental GT 650,330722.0
Royal Enfield Continental GT [2013 - 2018],202382.0
Royal Enfield Crusader,
Royal Enfield Electra,
Royal Enfield Electra,
Royal Enfield Electra,
Royal Enfield Electra 4 S,
Royal Enfield Electra 4 S,
Royal Enfield Electra 5 S,
Royal Enfield Electra 5 S,
Royal Enfield Electra 5 S,
Royal Enfield Electra 5 S,
Royal Enfield Electra Twinspark,
Royal Enfield Himalayan,222400.0
Royal Enfield Himalayan,223900.0
Royal Enfield Himalayan,223900.0
Royal Enfield Himalayan,215869.0
Royal Enfield Himalayan,218468.0
Royal Enfield Himalayan,221994.0
Royal Enfield Hunter 350,166520.0
Royal Enfield Hunter 350,149900.0
Royal Enfield Hunter 350,171196.0
Royal Enfield Interceptor 650,303000.0
Royal Enfield Interceptor 650,288107.0
Royal Enfield Interceptor 650,296519.0
Royal Enfield Interceptor 650,313842.0
Royal Enfield Lightning,
Royal Enfield Machismo,
Royal Enfield Machismo,
Royal Enfield Meteor 350,200926.0
Royal Enfield Meteor 350,206890.0
Royal Enfield Meteor 350,217344.0
Royal Enfield Mini Bullet,
Royal Enfield Scram 411,202924.0
Royal Enfield Scram 411,204921.0
Royal Enfield Scram 411,208593.0
Royal Enfield Classic Signals,163839.0
Royal Enfield Super Meteor 650,363900.0
Royal Enfield Super Meteor 650,378900.0
Royal Enfield Super Meteor 650,348900.0
Royal Enfield Superstar,
Royal Enfield Thunderbird 350,149701.0
Royal Enfield Thunderbird 350,156496.0
Royal Enfield Thunderbird 350,
Royal Enfield Thunderbird 350,
Royal Enfield Thunderbird 350X,156913.0
Royal Enfield Thunderbird 350X,163842.0
Royal Enfield Thunderbird 500,190701.0
Royal Enfield Thunderbird 500,206747.0
Royal Enfield Thunderbird 500X,198798.0
Royal Enfield Thunderbird 500X,214241.0
Royal Enfield Thunderbird Twinspark,129865.0
Suzuki Access 125,81713.0
Suzuki Access 125,85414.0
Suzuki Access 125,87138.0
Suzuki Access 125,91815.0
Suzuki Access 125,51673.0
Suzuki Avenis 125,94412.0
Suzuki Avenis 125,94614.0
Suzuki Avenis 125,91527.0
Suzuki AX 100,
Suzuki Bandit,1086540.0
Suzuki Burgman Street 125,114767.0
Suzuki Burgman Street 125,95315.0
Suzuki Burgman Street 125,99314.0
Suzuki DR-Z50,259963.0
Suzuki DS80,
Suzuki Fiero,
Suzuki Gixxer,142769.0
Suzuki Gixxer,130724.0
Suzuki Gixxer,83222.0
Suzuki Gixxer,83728.0
Suzuki Gixxer,90660.0
Suzuki Gixxer,90863.0
Suzuki Gixxer,78994.0
Suzuki Gixxer,80875.0
Suzuki Gixxer 250,197503.0
Suzuki Gixxer 250,177982.0
Suzuki Gixxer SF,147802.0
Suzuki Gixxer SF,135708.0
Suzuki Gixxer SF,92291.0
Suzuki Gixxer SF,92341.0
Suzuki Gixxer SF,92341.0
Suzuki Gixxer SF,99207.0
Suzuki Gixxer SF,88302.0
Suzuki Gixxer SF,87597.0
Suzuki Gixxer SF 250,204551.0
Suzuki Gixxer SF 250,188747.0
Suzuki Gixxer SF 250,189487.0
Suzuki Gixxer SF Fi,94819.0
Suzuki Gixxer SF Fi,103079.0
Suzuki Gixxer SF Fi,103061.0
Suzuki GS,
Suzuki GS150R,71009.0
Suzuki GSX-R1000,1902012.0
Suzuki GSX-R1000,1984732.0
Suzuki GSX-R1000,1609438.0
Suzuki GSX-R1000,
Suzuki GSX-R1000,
Suzuki GSX-R1000,
Suzuki GSX R1000Z,1572121.0
Suzuki GSX-S1000,1252633.0
Suzuki GSX-S1000F,1298233.0
Suzuki GSX S750,752686.0
Suzuki GSX-S750,748022.0
Suzuki Hayabusa,1648831.0
Suzuki Hayabusa,1366873.0
Suzuki Hayabusa,1380884.0
Suzuki Hayabusa,1374941.0
Suzuki Hayabusa Limited Edition,1521407.0
Suzuki Hayate EP,55385.0
Suzuki Hayate,42751.0
Suzuki Hayate,46547.0
Suzuki Heat,
Suzuki Heat,
Suzuki Inazuma 250,216498.0
Suzuki Intruder 150,103614.0
Suzuki Intruder 150,104213.0
Suzuki Intruder 150,128814.0
Suzuki Intruder 150 Fi,113654.0
Suzuki Intruder 150 Fi,111091.0
Suzuki Intruder M1800R,1634221.0
Suzuki Intruder M1800R,1684487.0
Suzuki Katana,1366892.0
Suzuki Katana,
Suzuki Lets,49691.0
Suzuki Lets,51554.0
Suzuki M1800RZ,1550000.0
Suzuki M800,1014976.0
Suzuki MAX100,
Suzuki RM-Z250,715693.0
Suzuki RM-Z450,836849.0
Suzuki Samurai,
Suzuki Shaolin,
Suzuki Shogun,
Suzuki SlingShot Plus,52665.0
Suzuki SlingShot Plus,56724.0
Suzuki SlingShot,
Suzuki SlingShot,
Suzuki SlingShot,
Suzuki SlingShot,
Suzuki SlingShot,
Suzuki SlingShot,
Suzuki Swish 125 facelift,54962.0
Suzuki Swish,50036.0
Suzuki TC90,
Suzuki V-Strom 1000,1416691.0
Suzuki V-Strom 650 XT,892801.0
Suzuki V-Strom 650 XT,745640.0
Suzuki V-Strom 650 XT,755161.0
Suzuki V-Strom SX,213896.0
Suzuki Zeus,
Suzuki Zeus CD,
Suzuki Zeus DU,
Suzuki Zeus DU,
Suzuki Zeus EU,
SWM Superdual T,650000.0
Techo Electra Emerge,68286.0
Techo Electra Neo,41919.0
Techo Electra Raptor,57893.0
Tork Kratos,131070.0
Tork Kratos,165647.0
Triumph 2016 Thruxton,743678.0
Triumph Bonneville,678339.0
Triumph Bonneville Bobber,1235000.0
Triumph Bonneville Bobber,1285000.0
Triumph Bonneville Bobber,1031962.0
Triumph Bonneville Bobber,1235057.0
Triumph Bonneville Bobber,1285000.0
Triumph Bonneville Speedmaster,1235000.0
Triumph Bonneville Speedmaster,1285000.0
Triumph Bonneville Speedmaster,1134610.0
Triumph Bonneville Speedmaster,1133768.0
Triumph Bonneville Speedmaster,1235057.0
Triumph Bonneville Speedmaster,1285000.0
Triumph Bonneville T100,999000.0
Triumph Bonneville T100,1004000.0
Triumph Bonneville T100,700216.0
Triumph Bonneville T100,888857.0
Triumph Bonneville T100,887467.0
Triumph Bonneville T100,887400.0
Triumph Bonneville T100,942289.0
Triumph Bonneville T100,1018412.0
Triumph Bonneville T120,1139000.0
Triumph Bonneville T120,1139000.0
Triumph Bonneville T120,1189000.0
Triumph Bonneville T120,997667.0
Triumph Bonneville T120,997600.0
Triumph Bonneville T120,998784.0
Triumph Bonneville T120,1139000.0
Triumph Bonneville T120,1139000.0
Triumph Bonneville T120,1189000.0
Triumph Bonneville T120,1189000.0
Triumph Daytona 675 ABS,1110188.0
Triumph Daytona 675R,1262269.0
Triumph Rocket 3,2080000.0
Triumph Rocket 3,2140000.0
Triumph Rocket 3,2019312.0
Triumph Rocket 3,2078974.0
Triumph Rocket III Roadster,2294732.0
Triumph Scrambler 1200,1375000.0
Triumph Scrambler 1200,1073000.0
Triumph Scrambler 900,989000.0
Triumph Scrambler 900,989006.0
Triumph Speed Triple ABS,1194215.0
Triumph Speed Triple 1200 RS,1795000.0
Triumph Speed Triple 1200 RS,1704238.0
Triumph Speed Twin,1122000.0
Triumph Speed Twin,948291.0
Triumph Speed Twin,1121412.0
Triumph Speed Twin 900,862000.0
Triumph Speed Twin 900,879006.0
Triumph Street Scrambler,995000.0
Triumph Street Scrambler,974412.0
Triumph Street Scrambler,1005000.0
Triumph Street Scrambler,889243.0
Triumph Street Scrambler,856112.0
Triumph Street Triple 765,921017.0
Triumph Street Triple 675 ABS,816599.0
Triumph Street Triple R,940743.0
Triumph Street Triple RS,1112941.0
Triumph Street Triple RS,1132536.0
Triumph Street Triple RS,1135000.0
Triumph Street Twin,806724.0
Triumph Street Twin,855000.0
Triumph Street Twin,895000.0
Triumph Street Twin,776690.0
Triumph Street Twin,745029.0
Triumph Street Twin,746134.0
Triumph Thruxton,710667.0
Triumph Thruxton R,1213004.0
Triumph Thunderbird LT,1735626.0
Triumph Thunderbird Storm,1466283.0
Triumph Tiger 900,1399865.0
Triumph Tiger 900,1464865.0
Triumph Tiger 900,1579865.0
Triumph Tiger 1200,2099000.0
Triumph Tiger 1200,2049000.0
Triumph Tiger 1200,2199000.0
Triumph Tiger 1200,1939000.0
Triumph Tiger 1200,1700080.0
Triumph Tiger 800 XC,1228704.0
Triumph Tiger 800 XCA,1516700.0
Triumph Tiger 800 XCA,1444499.0
Triumph Tiger 800 XCx,1401808.0
Triumph Tiger 800 XCx,1344741.0
Triumph Tiger 800 XR,1198275.0
Triumph Tiger 800 XR,1103821.0
Triumph Tiger 800 XRx,1337748.0
Triumph Tiger 800 XRx,1229877.0
Triumph Tiger 850 Sport,1195000.0
Triumph Tiger Explorer,1945636.0
Triumph Tiger Explorer XCx,1834500.0
Triumph Tiger Sport 660,908000.0
Triumph Trident 660,758000.0
Triumph Trident 660,752600.0
TVS Apache RTR 160,125937.0
TVS Apache RTR 160,119137.0
TVS Apache RTR 160,122637.0
TVS Apache RTR 180,131937.0
TVS Apache RTR 180,85488.0
TVS Apache RTR 180,86176.0
TVS Apache RTR 180,86235.0
TVS Apache RTR 200 4V,147218.0
TVS Apache RTR 200 4V,142235.0
TVS Apache,
TVS Apache,
TVS Apache RR310,271827.0
TVS Apache RTR 160 4V,127108.0
TVS Apache RTR 160 4V,130407.0
TVS Apache RTR 160 4V,131908.0
TVS Apache RTR 160 4V,123608.0
TVS Apache RTR 165RP,145000.0
TVS Apache RTR 180,86280.0
TVS Apache RTR 180 ABS,94888.0
TVS Centra,
TVS Champ,
TVS Excel,
TVS Fiero,
TVS Fiero,
TVS Fiero FX,
TVS Fiero FX,
TVS Flame,
TVS Flame,
TVS Heavy Duty Super XL,28324.0
TVS Heavy Duty Super XL,28575.0
TVS iQube,108741.0
TVS iQube,106850.0
TVS Jive,45534.0
TVS Jupiter,89727.0
TVS Jupiter,77804.0
TVS Jupiter,86058.0
TVS Jupiter,74863.0
TVS Jupiter,82347.0
TVS Jupiter,89180.0
TVS Jupiter 125,84578.0
TVS Jupiter 125,87204.0
TVS Jupiter 125,91519.0
TVS Jupiter Grande,60047.0
TVS Jupiter Grande,63990.0
TVS MAX4R,40405.0
TVS MAX4R,
TVS MAX4R,
TVS Max DLX,
TVS Ntorq 125,108201.0
TVS Ntorq 125,86843.0
TVS Ntorq 125,92571.0
TVS Ntorq 125,96607.0
TVS Ntorq 125,98653.0
TVS Ntorq 125,100270.0
TVS Phoenix,56595.0
TVS Phoenix,54243.0
TVS Radeon,72583.0
TVS Radeon,80534.0
TVS Radeon,76535.0
TVS Raider 125,104646.0
TVS Raider 125,91356.0
TVS Raider 125,96140.0
TVS Ronin,149001.0
TVS Ronin,156474.0
TVS Ronin,168751.0
TVS Samurai,
TVS Scooty Pep Plus,64579.0
TVS Scooty Pep Plus,67311.0
TVS Scooty Pep Plus,67276.0
TVS Scooty Pep Plus,65744.0
TVS Scooty ES,
TVS Scooty Pep DLX,
TVS Scooty Streak,45238.0
TVS Scooty Zest 110,74354.0
TVS Scooty Zest 110,75451.0
TVS Spectra,
TVS Spectra,
TVS Sport,62138.0
TVS Sport,68332.0
TVS Sport,61602.0
TVS Star City,44869.0
TVS Star City,43941.0
TVS Star City Plus,74075.0
TVS Star City Plus,75536.0
TVS Star City Plus,78730.0
TVS Star Deluxe,
TVS Streak,
TVS Victor - 2012,
TVS Victor,58844.0
TVS Victor,58993.0
TVS Victor,61003.0
TVS Victor,61959.0
TVS Victor,56063.0
TVS Victor,58289.0
TVS Victor Edge,
TVS Victor Edge,
TVS Victor GLX,
TVS Victor GLX,
TVS Victor GX,
TVS Wego,56206.0
TVS Wego,55098.0
TVS XL100 Comfort,57581.0
TVS XL100 Comfort,46456.0
TVS XL 100,31079.0
TVS XL100 Heavy Duty,55100.0
TVS XL100 Heavy Duty,50043.0
TVS XL100 Heavy Duty,47889.0
TVS XL100 Heavy Duty,57834.0
TVS XL Super,27295.0
TVS XL Super,27770.0
UM Renegade Classic,203219.0
UM Renegade Commando,185518.0
UM Renegade Commando,172830.0
UM Renegade Mojave,185526.0
UM Renegade Sports S,169098.0
UM Renegade Sports S,166135.0
Vespa 946,1171051.0
Vespa Elegante 150,157352.0
Vespa Elegante 125,92478.0
Vespa Elegante 125,104061.0
Vespa Elegante 125,126546.0
Vespa LX,68168.0
Vespa LX 125,77753.0
Vespa LX 125,111789.0
